sku,Brand,Category,sub_category,sub_sub_category,Title,Description,Condition,Price,Image,Product Line,Product Series,Model,OEM Manufacturer,Product Type,# of Cores,Processor Speed,Socket Type
453622-001, HP ,Processors,Laptop Processors,NA,453622-001 - HP 2.00GHz PPGA478 Core Duo T2450 2-Core Processor,HP 453622-001 2.00GHz 533MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core Duo T2450 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/453622-001.webp,Core Duo ,T2000 ,T2450 ,HP ,Micro Processor ,Dual-core (2 Core) ,2 GHz,Socket PGA-478 
446807-001, HP ,Processors,Laptop Processors,NA,446807-001 - HP 2.00GHz PPGA478 Core Duo T2450 2-Core Processor,HP 446807-001 2.00GHz 533MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core Duo T2450 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/446807-001.webp,Core Duo ,T2000 ,T2450 ,HP ,Micro Processor ,Dual-core (2 Core) ,2 GHz,Socket PGA-478 
506448-001, HP ,Processors,Laptop Processors,NA,506448-001 - HP 1.83GHz PPGA478 Core Solo T1400 1-Core Processor,HP 506448-001 1.83GHz 667MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core Solo T1400 Single-core (1 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/506448-001.webp,,,T1400 ,,Micro Processor ,Single-core (1 Core) , 1.83 GHz,Socket PGA-478 
431890-001, HP ,Processors,Desktop Processors,NA,431890-001 - HP 2.13GHz 533MHz FSB 256KB L2 Cache Socket PPGA478 Intel Celeron D 310 1-Core Processor,HP 431890-001 2.13GHz 533MHz FSB 256KB L2 Cache Socket PPGA478 Intel Celeron D 310 1-Core Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/431890-001.webp,Celeron D ,,Celeron D 310 ,HP ,Micro Processor ,Single-core (1 Core) ,2.13 GHz,Socket PGA-478 
418437-B21, HP ,Processors,Desktop Processors,NA,418437-B21 - HP 3.20GHz Socket PLGA775 Celeron D 352 1-Core Processor,HP 418437-B21 3.20GHz 533MHz FSB 512KB L2 Cache Socket PLGA775 Intel Celeron D 352 Single-core (1 Core) Processor For ProLiant ML110 G4,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/418437-B21.webp,Celeron D ,,celeron 352 ,HP ,Micro Processor ,Single-core (1 Core) ,3.20 GHz,Socket PLGA-775 
418437-L21, HP ,Processors,Desktop Processors,NA,418437-L21 - HP 3.20GHz Socket PLGA775 Celeron D 352 1-Core Processor,HP 418437-L21 3.20GHz 533MHz FSB 512KB L2 Cache Socket PLGA775 Intel Celeron D 352 Single-core (1 Core) Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/418437-L21.webp,Celeron D ,,celeron 352 ,HP ,Micro Processor ,Single-core (1 Core) ,3.20 GHz,Socket PLGA-775 
419403-B21, HP ,Processors,Desktop Processors,NA,419403-B21 - HP 3.20GHz Socket PLGA775 Celeron D 352 1-Core Processor,HP 419403-B21 3.20GHz 533MHz FSB 512KB L2 Cache Socket PLGA775 Intel Celeron D 352 Single-core (1 Core) Processor Kit For ProLiant DL320 G5,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/419403-B21.webp,Celeron D ,,celeron 352 ,HP ,Micro Processor ,Single-core (1 Core) ,3.20 GHz,Socket PLGA-775 
430934-B21, HP ,Processors,Desktop Processors,NA,430934-B21 - HP 3.20GHz Socket PLGA775 Celeron D 352 1-Core Processor,HP 430934-B21 3.20GHz 533MHz FSB 512KB L2 Cache Socket PLGA775 Intel Celeron D 352 Single-core (1 Core) Processor Kit For ProLiant ML110 G4,Refurbished,$182.00,https://cdn.cmshardware.com/images/Images/Products/430934-B21.webp,Celeron D ,,celeron 352 ,HP ,Micro Processor ,Single-core (1 Core) ,3.20 GHz,Socket PLGA-775 
RX883-69001, HP ,Processors,Desktop Processors,NA,RX883-69001 - HP 2.13GHz 1066MHz FSB 4MB L2 Cache Socket PLGA775 Intel Core 2 Duo E6420 Dual-core (2 Core) Processor,HP RX883-69001 2.13GHz 1066MHz FSB 4MB L2 Cache Socket PLGA775 Intel Core 2 Duo E6420 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Core-2-Duo-Gen.webp,Core 2 Duo ,,E6420 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.13 GHz,Socket PLGA-775 
504919-001, HP ,Processors,Laptop Processors,NA,504919-001 - HP 2.13GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7450 Dual-core (2 Core) Processor,HP 504919-001 2.13GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7450 Dual-core (2 Core) Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/504919-001.webp,Core 2 Duo ,,P7450 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.13 GHz,Socket PGA-478 
504917-001, HP ,Processors,Laptop Processors,NA,504917-001 - HP 2.00GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6400 Dual-core (2 Core) Processor,HP 504917-001 2.00GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6400 Dual-core (2 Core) Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/504917-001.webp,,,,,,,,
513592-001, HP ,Processors,Laptop Processors,NA,513592-001 - HP 2.00GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6400 Dual-core (2 Core) Processor,HP 513592-001 2.00GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6400 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/513592-001.webp,Core 2 Duo ,T6000 ,T6400 ,Intel ,Micro Processor ,Dual-core (2 Core) ,2 GHz,Socket PGA-478 
570031-001, HP ,Processors,Laptop Processors,NA,570031-001 - HP 2.10GHz PGA478 Core 2 Duo T6570 2-Core Processor,HP 570031-001 2.10GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6570 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/570031-001.webp,Core 2 Duo ,,T6570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.10 GHz,Socket PGA-478 
570032-001, HP ,Processors,Laptop Processors,NA,570032-001 - HP 2.10GHz PGA478 Core 2 Duo T6570 2-Core Processor,HP 570032-001 2.10GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6570 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/570032-001.webp,Core 2 Duo ,,T6570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.10 GHz,Socket PGA-478 
593892-001, HP ,Processors,Laptop Processors,NA,593892-001 - HP 2.10GHz PGA478 Core 2 Duo T6570 2-Core Processor,HP 593892-001 2.10GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6570 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/593892-001.webp,Core 2 Duo ,,T6570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.10 GHz,Socket PGA-478 
455386-001, HP ,Processors,Laptop Processors,NA,455386-001 - HP 1.46GHz Socket PPGA478 Pentium T2310 2-Core Processor,HP 455386-001 1.46GHz 533MHz FSB 1MB L2 Cache Socket PPGA478 Intel Pentium T2310 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/455386-001.webp,Pentium ,,T2310  ,HP ,Micro Processor ,Dual-core (2 Core) ,1.46 GHz,Socket PGA-478 
460283-001, HP ,Processors,Laptop Processors,NA,460283-001 - HP 2.00GHz PPGA478 Core 2 Duo T7250 2-Core Processor,HP 460283-001 2.00GHz 800MHz FSB 2MB L2 Cache Socket PBGA479 / PPGA478 Intel Core 2 Duo T7250 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/460283-001.webp,Core 2 Duo ,T7000 ,T7250 ,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket PGA-478 
438103-013, HP ,Processors,Laptop Processors,NA,438103-013 - HP 2.00GHz PPGA478 Core 2 Duo T7250 2-Core Processor,HP 438103-013 2.00GHz 800MHz FSB 2MB L2 Cache Socket PBGA479 / PPGA478 Intel Core 2 Duo T7250 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/438103-013.webp,Core 2 Duo ,T7000 ,T7250 ,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket PGA-478 
454320-001, HP ,Processors,Laptop Processors,NA,454320-001 - HP 2.00GHz PPGA478 Core 2 Duo T7250 2-Core Processor,HP 454320-001 2.00GHz 800MHz FSB 2MB L2 Cache Socket PBGA479 / PPGA478 Intel Core 2 Duo T7250 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/454320-001.webp,Core 2 Duo ,T7000 ,T7250 ,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket PGA-478 
456965-001, HP ,Processors,Laptop Processors,NA,456965-001 - HP 2.00GHz PPGA478 Core 2 Duo T7250 2-Core Processor,HP 456965-001 2.00GHz 800MHz FSB 2MB L2 Cache Socket PBGA479 / PPGA478 Intel Core 2 Duo T7250 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/456965-001.webp,Core 2 Duo ,T7000 ,T7250 ,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket PGA-478 
455944-001, HP ,Processors,Laptop Processors,NA,455944-001 - HP 1.60GHz PPGA478 Pentium T2330 2-Core Processor,HP 455944-001 1.60GHz 533MHz FSB 1MB L2 Cache Socket PPGA478 Intel Pentium T2330 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/455944-001.webp,Pentium ,,T2330  ,,Micro Processor ,Dual-core (2 Core) , 1.60 GHz,Socket PGA-478 
463504-001, HP ,Processors,Laptop Processors,NA,463504-001 - HP 1.60GHz PPGA478 Pentium T2330 2-Core Processor,HP 463504-001 1.60GHz 533MHz FSB 1MB L2 Cache Socket PPGA478 Intel Pentium T2330 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/463504-001.webp,Pentium ,,T2330  ,,Micro Processor ,Dual-core (2 Core) , 1.60 GHz,Socket PGA-478 
467843-001, HP ,Processors,Laptop Processors,NA,467843-001 - HP 1.73GHz PPGA478 Pentium T2370 2-Core Processor,HP 467843-001 1.73GHz 533MHz FSB 1MB L2 Cache Socket PPGA478 Intel Pentium T2370 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/467843-001.webp,Pentium ,T2000 ,,,Micro Processor ,Dual-core (2 Core) ,1.73 GHz,Socket PGA-478 
455386-003, HP ,Processors,Laptop Processors,NA,455386-003 - HP 1.73GHz PPGA478 Pentium T2370 2-Core Processor,HP 455386-003 1.73GHz 533MHz FSB 1MB L2 Cache Socket PPGA478 Intel Pentium T2370 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/455386-003.webp,Pentium ,T2000 ,,,Micro Processor ,Dual-core (2 Core) ,1.73 GHz,Socket PGA-478 
780003-L21, HPE ,Processors,Server Processors,NA,780003-L21 - HPE 2.30GHz LGA2011-3 E5-2699V3 18-Core Processor,HPE 780003-L21 2.30GHz 9.60GT/s QPI 45MB L3 Cache Socket FCLGA2011-3 Intel Xeon E5-2699V3 Octadeca-core (18 Core) Processor Kit For ProLiant DL360 Gen9,Refurbished,$218.00,https://cdn.cmshardware.com/images/Images/Products/780003-L21.webp,Xeon ,,E5-2699 V3 ,,Micro Processor ,Octa-core (8 Core) ,2.30 GHz,Socket FCLGA2011-3 
781914-B21, HP ,Processors,Server Processors,NA,781914-B21 - HP 2.30GHz LGA2011-3 E5-2698V3 16-Core Processor,HP 781914-B21 2.30GHz 9.60GT/s QPI 40MB L3 Cache Socket FCLGA2011-3 Intel Xeon E5-2698V3 Hexadeca-core (16 Core) Processor For ProLiant DL380 Gen9 Server,Refurbished,"$1,518.00",https://cdn.cmshardware.com/images/Images/Products/781914-B21.webp,Xeon E ,,E5-2698V3 ,,Micro Processor ,Hexadeca-core (16 Core) ,2.30 GHz,Socket FCLGA2011 
788317-B21, HP ,Processors,Server Processors,NA,788317-B21 HP Xeon 2.50GHz Server CPU,HP 788317-B21 2.50GHz 9.60GT/s QPI 45MB L3 Cache Socket LGA2011-1 Intel Xeon E7-8890V3 18-Core Processor for ProLiant DL580 Gen9 Server,Refurbished,$148.00,https://cdn.cmshardware.com/images/Images/Products/788317-B21.webp,Xeon ,,E7-8890V3 ,,Micro Processor ,Octadeca-core (18 Core) ,2.50 GHz,Socket FCLGA2011 
500674-001, HP ,Processors,Laptop Processors,NA,500674-001 - HP 2.00GHz 800MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core 2 Duo T5800 Dual-core (2 Core) Processor,HP 500674-001 2.00GHz 800MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core 2 Duo T5800 2-Core Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/500674-001.webp,Core 2 Duo ,T5000 ,T5800 ,Intel ,Micro Processor ,Dual-core (2 Core) ,2 GHz,Socket PGA-478 
450133-L21, HP ,Processors,Desktop Processors,NA,450133-L21 - HP 1.80GHz PLGA775 Pentium E2160 2-Core Processor,HP 450133-L21 1.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium E2160 Dual-core (2 Core) Processor Kit For ProLiant ML310 G5,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/450133-L21.webp,Pentium ,,E2160 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,1.8 GHz,Socket T LGA-775 
455035-B21, HP ,Processors,Desktop Processors,NA,455035-B21 - HP 1.80GHz PLGA775 Pentium E2160 2-Core Processor,HP 455035-B21 1.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium E2160 Dual-core (2 Core) Processor Kit For ProLiant DL320 G5p,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/455035-B21.webp,Pentium ,,E2160 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,1.8 GHz,Socket T LGA-775 
455035-B22, HP ,Processors,Desktop Processors,NA,455035-B22 - HP 1.80GHz PLGA775 Pentium E2160 2-Core Processor,HP 455035-B22 1.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium E2160 Dual-core (2 Core) Processor Kit For ProLiant Servers,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/455035-B22.webp,Pentium ,,E2160 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,1.8 GHz,Socket T LGA-775 
455035-L21, HP ,Processors,Desktop Processors,NA,455035-L21 - HP 1.80GHz PLGA775 Pentium E2160 2-Core Processor,HP 455035-L21 1.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium E2160 Dual-core (2 Core) Processor Kit For ProLiant DL320 G5p,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/455035-L21.webp,Pentium ,,E2160 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,1.8 GHz,Socket T LGA-775 
533991-B22, HP ,Processors,Desktop Processors,NA,533991-B22 - HP 2.50GHz Socket LGA775 Pentium E5200 2-Core Processor,HP 533991-B22 2.50GHz 800MHz FSB 2MB L2 Cache Socket LGA775 Intel Pentium E5200 Dual-core (2 Core) Processor Kit For ProLiant DL120 Gen5,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/533991-B22.webp,Pentium ,,,HP ,Micro Processor ,Dual-core (2 Core) ,2.50 GHz,Socket T LGA-775 
438438-204, HP ,Processors,Desktop Processors,NA,438438-204 - HP 2.00GHz LGA775 Pentium E2180 2-Core Processor,HP 438438-204 2.00GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium E2180 Dual-core (2 Core) Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/438438-204.webp,Pentium ,,E2180  ,HP ,Micro Processor ,Single-core (1 Core) ,2.00 GHz,Socket T LGA-775 
467656-001, HP ,Processors,Desktop Processors,NA,467656-001 - HP 2.00GHz LGA775 Pentium E2180 2-Core Processor,HP 467656-001 2.00GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium E2180 Dual-core (2 Core) Processor,Refurbished,$277.00,https://cdn.cmshardware.com/images/Images/Products/467656-001.webp,Pentium ,,E2180  ,HP ,Micro Processor ,Single-core (1 Core) ,2.00 GHz,Socket T LGA-775 
GT756-69001, HP ,Processors,Desktop Processors,NA,GT756-69001 - HP 2.00GHz LGA775 Pentium E2180 2-Core Processor,HP GT756-69001 2.00GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium E2180 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/GT756-69001.webp,Pentium ,,E2180  ,HP ,Micro Processor ,Single-core (1 Core) ,2.00 GHz,Socket T LGA-775 
5188-7977, HP ,Processors,Desktop Processors,NA,5188-7977 - HP 2.13GHz 1066MHz FSB 4MB L2 Cache Socket PLGA775 Intel Core 2 Duo E6420 Dual-core (2 Core) Processor,HP 5188-7977 2.13GHz 1066MHz FSB 4MB L2 Cache Socket PLGA775 Intel Core 2 Duo E6420 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/5188-7977.webp,Core 2 Duo ,,E6420 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.13 GHz,Socket PLGA-775 
5189-3908, HP ,Processors,Laptop Processors,NA,5189-3908 - HP 2.00GHz 667MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T5750 Dual-core (2 Core) Processor,HP 5189-3908 2.00GHz 667MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T5750 Dual-core (2 Core) Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/5189-3908.webp,Core 2 Duo ,T5000 ,T5750 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket PGA-478 
531611-001, HP ,Processors,Laptop Processors,NA,531611-001 - HP 2.10GHz PGA478 Core 2 Duo T6570 2-Core Processor,HP 531611-001 2.10GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6570 Dual-core (2 Core) Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/531611-001.webp,Core 2 Duo ,,T6570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.10 GHz,Socket PGA-478 
708481-L21, HPE ,Processors,Server Processors,NA,708481-L21 - HPE 1.80GHz LGA1356 Xeon E5-2403V2 4-Core Processor,HPE 708481-L21 1.80GHz 6.40GT/s QPI 10MB L3 Cache Socket FCLGA1356 Intel Xeon E5-2403V2 Quad-core (4 Core) Processor Kit For ProLiant DL360e Gen8,Refurbished,$200.00,https://cdn.cmshardware.com/images/Images/Products/708481-L21.webp,Xeon ,E5-2400 v2 ,E5-2403 v2 ,Intel ,Micro Processor ,Quad-core (4 Core) ,1.80 GHz,Socket FCLGA1356 
708485-L21, HPE ,Processors,Server Processors,NA,708485-L21 - HPE 2.20GHz LGA1356 E5-2420V2 6-Core Processor,HPE 708485-L21 2.20GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA1356 Intel Xeon E5-2420V2 Hexa-core (6 Core) Processor Kit For ProLiant DL360e Gen8,New,$575.00,https://cdn.cmshardware.com/images/Images/Products/708485-L21.webp,Xeon ,E5-2400 ,,Intel ,Micro Processor ,Hexa-core (6 Core) ,2.2 GHz,Socket FCLGA1356 
718364-L21, HPE ,Processors,Server Processors,NA,718364-L21 - HPE 1.70GHz LGA2011 Xeon E5-2650LV2 10-Core Processor,HPE 718364-L21 1.70GHz 7.20GT/s QPI 25MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2650LV2 Deca-core (10 Core) Processor Kit For ProLiant BL460c Gen8,Refurbished,$308.00,https://cdn.cmshardware.com/images/Images/Products/718364-L21.webp,Xeon ,,E5-2650L v2 ,,Processor Upgrade ,Deca-core (10 Core) ,1.70 GHz,Socket FCLGA2011 
727584-B21, HPE ,Processors,Server Processors,NA,727584-B21 - HPE 2.60GHz LGA2011 E5-4607V2 6-Core Processor,HPE 727584-B21 2.60GHz 6.40GT/s QPI 15MB L3 Cache Socket FCLGA2011 Intel Xeon E5-4607V2 Hexa-core (6 Core) Processor Kit For ProLiant BL660c Gen8,Refurbished,$102.00,https://cdn.cmshardware.com/images/Images/Products/727584-B21.webp,Xeon ,, E5-4607 v2 ,,Micro Processor ,Hexa-core (6 Core) ,2.60 GHz,Socket FCLGA2011 
728964-B21, HP ,Processors,Server Processors,NA,728964-B21 - HP 2.60GHz LGA2011 E7-4860V2 12-Core Processor,HP 728964-B21 2.60GHz 8.00GT/s QPI 30MB L3 Cache Socket FCLGA2011 Intel Xeon E7-4860V2 Dodeca-core (12 Core) Processor For ProLiant DL580 Gen8 Server,Refurbished,$175.00,https://cdn.cmshardware.com/images/Images/Products/728964-B21.webp,Xeon ,,E7-4860V2 ,,Micro Processor ,Dodeca-core (12 Core) ,2.60 GHz,Socket FCLGA2011 
734150-001, HP ,Processors,Server Processors,NA,734150-001 - HP 2.30GHz LGA2011 E7-4850V2 12-Core Processor,HP 734150-001 2.30GHz 7.20GT/s QPI 24MB L3 Cache Socket FCLGA2011 Intel Xeon E7-4850V2 Dodeca-core (12 Core) Processor For ProLiant DL580 Gen8 Server,Refurbished,$58.00,https://cdn.cmshardware.com/images/Images/Products/734150-001.webp,Xeon ,,E7-4850V2 ,,Micro Processor ,Dodeca-core (12 Core) ,2.30 GHz,Socket FCLGA2011 
736611-B21, HPE ,Processors,Server Processors,NA,736611-B21 - HPE 2.10GHz LGA2011 E5-2620V2 6-Core Processor,HPE 736611-B21 2.10GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2620V2 Hexa-core (6 Core) Processor Kit For ProLiant DL380p Gen8,Refurbished,$385.00,https://cdn.cmshardware.com/images/Images/Products/736611-B21-o.webp,Xeon ,,E5-2620 V2 ,,Micro Processor ,Hexa-core (6 Core) ,2.10 GHz,Socket FCLGA2011 
788319-B21, HPE ,Processors,Server Processors,NA,788319-B21 - HPE 2.30GHz LGA2011 E7-8880V3 18-Core Processor,HPE 788319-B21 2.30GHz 9.60GT/s QPI 45MB L3 Cache Socket FCLGA2011 Intel Xeon E7-8880V3 Octadeca-core (18 Core) Processor Kit For ProLiant DL580 Gen9,Refurbished,$88.00,https://cdn.cmshardware.com/images/Images/Products/788319-B21.webp,Xeon ,,E5-2698 v3 ,,Micro Processor ,Octadeca-core (18 Core) ,2.30 GHz,Socket FCLGA2011 
718365-L21, HPE ,Processors,Server Processors,NA,718365-L21 - HPE 2.40GHz LGA2011 E5-2630LV2 6-Core Processor,HPE 718365-L21 2.40GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2630LV2 Hexa-core (6 Core) Processor Kit For ProLiant BL460c Gen8,Refurbished,$148.00,https://cdn.cmshardware.com/images/Images/Products/718365-L21.webp,,,,Fujitsu ,Micro Processor ,Hexa-core (6 Core) ,2.40 GHz,
724571-L21, HPE ,Processors,Server Processors,NA,724571-L21 - HPE 1.90GHz LGA1356 Xeon E5-2440V2 8-Core Processor,HPE 724571-L21 1.90GHz 7.20GT/s QPI 20MB L3 Cache Socket FCLGA1356 Intel Xeon E5-2440V2 Octa-core (8 Core) Processor Kit For ProLiant DL380e Gen8,Refurbished,$92.00,https://cdn.cmshardware.com/images/Images/Products/724571-L21.webp,Xeon ,,E5-2440v2 ,,Micro Processor ,Octa-core (8 Core) ,1.9 GHz,Socket FCLGA1356 
727002-L21, HPE ,Processors,Server Processors,NA,727002-L21 - HPE 1.80GHz LGA2011-3 Xeon E5-2630LV3 8-Core Processor,HPE 727002-L21 1.80GHz 8.00GT/s QPI 20MB L3 Cache Socket FCLGA2011-3 Intel Xeon E5-2630LV3 Octa-core (8 Core) Processor Kit For ProLiant BL460c Gen9,New,$102.00,https://cdn.cmshardware.com/images/Images/Products/727002-L21.webp,Xeon ,E5-2600 v3 ,E5-2630LV3 ,Intel ,Micro Processor ,Octa-core (8 Core) ,1.80 GHz,Socket FCLGA2011-3 
764097-L21, HPE ,Processors,Server Processors,NA,764097-L21 - HPE 1.80GHz LGA2011-3 Xeon E5-2630LV3 8-Core Processor,HPE 764097-L21 1.80GHz 8.0GT/s QPI 20MB L3 Cache Socket FCLGA2011-3 Intel Xeon E5-2630LV3 Octa-core (8 Core) Processor Kit For ProLiant DL360 Gen9,New,$102.00,https://cdn.cmshardware.com/images/Images/Products/764097-L21.webp,Xeon ,E5-2600 v3 ,E5-2630LV3 ,Intel ,Micro Processor ,Octa-core (8 Core) ,1.80 GHz,Socket FCLGA2011-3 
